Banco,Contrato,Origen,Dia semana,Tipo archivo recaudo,Cuenta
banco caja social,impuesto telefonico,p,4,pagos web,1
banco caja social,industria y comercio,a,2,pagos web,1
banco caja social,industria y comercio,a,6,pagos web,1
banco caja social,industria y comercio,w,0,pagos web,1
banco caja social,industria y comercio,w,2,pagos web,1
banco caja social,industria y comercio,w,3,pagos web,1
banco caja social,ingresos no tributarios,p,3,pagos web,1
banco caja social,ingresos no tributarios,p,6,pagos web,1
banco caja social,movilidad,n,1,pagos web,1
banco caja social,movilidad,p,1,pagos web,1
banco caja social,movilidad,p,4,pagos web,1
banco caja social,otros ingresos,p,5,pagos web,1
banco caja social,impuesto predial,w,1,pagos web,1
banco caja social,publicidad exterior visual,n,3,pagos web,1
banco caja social,publicidad exterior visual,n,4,pagos web,1
banco caja social,servicios,n,1,pagos web,1
banco caja social,servicios,p,1,pagos web,1
banco caja social,servicios,p,2,pagos web,1
banco caja social,servicios,p,3,pagos web,1
banco caja social s.a.,circulacion y transito,n,3,pagos web,1
banco caja social s.a.,facilidades,p,5,pagos web,1
banco caja social s.a.,facilidades,p,6,pagos web,1
banco caja social s.a.,industria y comercio,n,0,pagos web,1
banco caja social s.a.,industria y comercio,n,1,pagos web,1
banco caja social s.a.,industria y comercio,n,2,pagos web,1
banco caja social,impuesto predial,w,5,pagos web,1
banco caja social,impuesto predial,w,0,pagos web,1
banco coomeva s.a.,industria y comercio,p,0,pagos web,1
banco caja social,alumbrado publico,a,3,pagos web,1
banco bogota,facilidades,p,6,pagos web,1
banco bogota,impuesto predial,a,1,pagos web,1
banco bogota,impuesto predial,a,3,pagos web,1
banco bogota,industria y comercio,a,0,pagos web,1
banco bogota,industria y comercio,a,2,pagos web,1
banco bogota,industria y comercio,a,3,pagos web,1
banco bogota,industria y comercio,p,6,pagos web,1
banco bogota,publicidad exterior visual,p,1,pagos web,1
"banco bolivariano, c.a.",impuesto predial,p,1,pagos web,1
"banco bolivariano, c.a.",impuesto predial,p,3,pagos web,1
banco bpm societa per azioni,industria y comercio,n,0,pagos web,1
"banco bradesco cartoes, s.a.",impuesto predial,n,2,pagos web,1
banco caja social,alumbrado publico,n,0,pagos web,1
banco caja social,facilidades,n,5,pagos web,1
banco caja social,alumbrado publico,p,6,pagos web,1
banco caja social,aprov.esp.pub,n,0,pagos web,1
banco caja social,aprov.esp.pub,n,2,pagos web,1
banco caja social,aprov.esp.pub,n,4,pagos web,1
banco caja social,aprov.esp.pub,p,1,pagos web,1
banco caja social,aprov.esp.pub,p,3,pagos web,1
banco caja social,circulacion y transito,a,1,pagos web,1
banco caja social,circulacion y transito,a,3,pagos web,1
banco caja social,delineación urbana,n,4,pagos web,1
banco caja social,delineación urbana,p,0,pagos web,1
banco caja social,delineación urbana,p,1,pagos web,1
banco caja social,estampilla procultura,p,1,pagos web,1
banco caja social s.a.,industria y comercio,n,3,pagos web,1
banco caminos s.a.,impuesto predial,p,2,pagos web,1
"banco caminos, s.a.",impuesto predial,p,0,pagos web,1
banco colpatria pricesmart,industria y comercio,n,4,pagos web,1
banco colpatria pricesmart,circulacion y transito,p,1,pagos web,1
banco colpatria pricesmart,circulacion y transito,p,4,pagos web,1
banco colpatria pricesmart,delineación urbana,p,3,pagos web,1
banco colpatria pricesmart,facilidades,a,1,pagos web,1
banco colpatria pricesmart,facilidades,a,4,pagos web,1
banco colpatria pricesmart,facilidades,a,5,pagos web,1
banco colpatria pricesmart,facilidades,a,6,pagos web,1
banco colpatria pricesmart,facilidades,n,6,pagos web,1
banco colpatria pricesmart,impuesto telefonico,p,0,pagos web,1
banco colpatria pricesmart,impuesto telefonico,p,1,pagos web,1
banco colpatria pricesmart,impuesto telefonico,p,2,pagos web,1
banco colpatria pricesmart,industria y comercio,a,0,pagos web,1
banco colpatria pricesmart,ingresos no tributarios,p,1,pagos web,1
"banco caminos, s.a.",impuesto predial,p,4,pagos web,1
banco colpatria pricesmart,ingresos no tributarios,p,4,pagos web,1
banco continental,impuesto predial,p,3,pagos web,1
banco coomeva s.a.,alumbrado publico,n,1,pagos web,1
banco coomeva s.a.,circulacion y transito,p,0,pagos web,1
banco coomeva s.a.,circulacion y transito,p,1,pagos web,1
banco coomeva s.a.,facilidades,n,5,pagos web,1
banco coomeva s.a.,facilidades,p,1,pagos web,1
banco coomeva s.a.,impuesto predial,n,4,pagos web,1
banco coomeva s.a.,impuesto predial,n,5,pagos web,1
banco coomeva s.a.,industria y comercio,n,1,pagos web,1
banco coomeva s.a.,industria y comercio,n,2,pagos web,1
banco coomeva s.a.,industria y comercio,n,5,pagos web,1
banco colpatria pricesmart,circulacion y transito,n,2,pagos web,1
banco colpatria pricesmart,aprov.esp.pub,n,4,pagos web,1
banco colpatria pricesmart,alumbrado publico,p,3,pagos web,1
banco colpatria pricesmart,alumbrado publico,p,2,pagos web,1
"banco citibank (panama), s.a.",impuesto predial,p,2,pagos web,1
"banco citibank de costa rica,",impuesto predial,p,6,pagos web,1
"banco citibank de el salvador,",impuesto predial,p,2,pagos web,1
"banco citibank de guatemala, s",impuesto predial,p,2,pagos web,1
banco colpatria,alumbrado publico,n,0,pagos web,1
banco colpatria,alumbrado publico,n,1,pagos web,1
banco colpatria,alumbrado publico,p,1,pagos web,1
banco colpatria,alumbrado publico,p,6,pagos web,1
banco colpatria,circulacion y transito,a,0,pagos web,1
banco colpatria,circulacion y transito,a,3,pagos web,1
banco colpatria,facilidades,a,0,pagos web,1
banco colpatria,facilidades,a,3,pagos web,1
banco colpatria,facilidades,a,5,pagos web,1
banco colpatria,facilidades,a,6,pagos web,1
banco colpatria,impuesto predial,w,3,pagos web,1
banco colpatria,impuesto telefonico,n,1,pagos web,1
banco colpatria,ingresos no tributarios,p,0,pagos web,1
banco colpatria,ingresos no tributarios,p,5,pagos web,1
banco colpatria,movilidad,p,1,pagos web,1
banco colpatria,rentas contractuales,p,0,pagos web,1
banco colpatria,rentas contractuales,p,1,pagos web,1
banco colpatria,retencion ica,n,3,pagos web,1
banco colpatria,retencion ica,p,1,pagos web,1
banco colpatria,retencion ica,p,4,pagos web,1
banco colpatria pricesmart,alumbrado publico,n,0,pagos web,1
bancolombia - botón bancolombi,recursos fonset,p,1,pagos web,1
bancolombia - botón bancolombi,recursos fonset,p,2,pagos web,1
bancolombia - botón bancolombi,recursos fonset,p,3,pagos web,1
credit mutuel arkea,impuesto predial,p,5,pagos web,1
credibanco,industria y comercio,p,4,pagos web,1
"credicard, s.a.",impuesto predial,p,1,pagos web,1
"credicard, s.a.",impuesto predial,p,2,pagos web,1
"credicard, s.a.",impuesto predial,p,4,pagos web,1
"credicorp bank, s.a.",impuesto predial,p,2,pagos web,1
"credit agricole, s.a.",impuesto predial,n,3,pagos web,1
"credit agricole, s.a.",impuesto predial,p,1,pagos web,1
"credit agricole, s.a.",impuesto predial,p,3,pagos web,1
"credit agricole, s.a.",impuesto predial,p,4,pagos web,1
credit industriel et commercia,impuesto predial,p,1,pagos web,1
credit industriel et commercia,impuesto predial,p,5,pagos web,1
credit industriel et commercia,impuesto predial,p,6,pagos web,1
credit one bank n.a.,impuesto predial,p,1,pagos web,1
credibanco,impuesto predial,p,6,pagos web,1
credit one bank n.a.,impuesto predial,p,4,pagos web,1
"credit one bank, n.a.",impuesto predial,n,6,pagos web,1
"credit one bank, n.a.",impuesto predial,p,0,pagos web,1
"credit one bank, n.a.",impuesto predial,p,4,pagos web,1
"credit one bank, n.a.",impuesto predial,p,5,pagos web,1
credito s.a.,impuesto predial,p,1,pagos web,1
credito s.a.,impuesto predial,p,3,pagos web,1
"credito, s.a.",impuesto predial,n,5,pagos web,1
"credito, s.a.",impuesto predial,p,1,pagos web,1
"credito, s.a.",impuesto predial,p,4,pagos web,1
credomatic de costa rica s.a.,impuesto predial,p,4,pagos web,1
credomatic de costa rica s.a.,industria y comercio,p,4,pagos web,1
credibanco,industria y comercio,p,2,pagos web,1
credibanco,impuesto predial,n,3,pagos web,1
dale,impuesto predial,a,5,pagos web,1
cotrafa,publicidad exterior visual,presencial,3,pagos presencial,1
cotrafa,aprov.esp.pub,p,1,pagos web,1
cotrafa,circulacion y transito,p,0,pagos web,1
cotrafa,circulacion y transito,p,1,pagos web,1
cotrafa,circulacion y transito,p,2,pagos web,1
cotrafa,facilidades,p,0,pagos web,1
cotrafa,facilidades,p,2,pagos web,1
cotrafa,facilidades,p,4,pagos web,1
cotrafa,impuesto predial,a,1,pagos web,1
cotrafa,impuesto predial,a,3,pagos web,1
cotrafa,industria y comercio,a,0,pagos web,1
cotrafa,industria y comercio,a,2,pagos web,1
cotrafa,ingresos no tributarios,p,4,pagos web,1
cotrafa,retencion ica,presencial,3,pagos presencial,1
credibanco,impuesto predial,a,6,pagos web,1
cotrafa,retencion ica,presencial,4,pagos presencial,1
country day,impuesto predial,n,5,pagos web,1
country day,impuesto predial,p,4,pagos web,1
country day,impuesto predial,p,5,pagos web,1
country day,impuesto predial,p,6,pagos web,1
coöperatieve rabobank u.a.,impuesto predial,n,2,pagos web,1
coöperatieve rabobank u.a.,impuesto predial,p,1,pagos web,1
credibanco,facilidades,p,0,pagos web,1
credibanco,facilidades,p,1,pagos web,1
credibanco,impuesto predial,a,0,pagos web,1
credibanco,impuesto predial,a,1,pagos web,1
credibanco,impuesto predial,a,4,pagos web,1
"credomatic de panama, s.a.",impuesto predial,n,0,pagos web,1
dale,impuesto predial,n,3,pagos web,1
"corner banca, s.a.",impuesto predial,p,1,pagos web,1
davivienda,recursos fonset,presencial,2,pagos presencial,1
daviplata,rentas contractuales,a,2,pagos web,1
daviplata,rentas contractuales,a,5,pagos web,1
daviplata,rentas contractuales,n,3,pagos web,1
daviplata,retencion ica,p,4,pagos web,1
davivienda,aportes voluntarios,presencial,3,pagos presencial,1
davivienda,circulación pico y placa,presencial,2,pagos presencial,1
davivienda,cuotas partes jubilatorias,presencial,0,pagos presencial,1
davivienda,estampilla procultura,presencial,4,pagos presencial,1
davivienda,exogena reteica,presencial,2,pagos presencial,1
davivienda,impuesto telefonico,presencial,5,pagos presencial,1
davivienda,pot.,presencial,5,pagos presencial,1
davivienda,recursos fonset,presencial,1,pagos presencial,1
davivienda,recursos fonset,presencial,4,pagos presencial,1
daviplata,movilidad,p,3,pagos web,1
davivienda,servicios,presencial,6,pagos presencial,1
davivienda,transferencias,presencial,0,pagos presencial,1
davivienda,transferencias,presencial,3,pagos presencial,1
davivienda s.a.,impuesto predial,n,0,pagos web,1
davivienda s.a.,impuesto predial,n,5,pagos web,1
davivienda s.a.,impuesto predial,p,0,pagos web,1
davivienda s.a.,impuesto predial,p,4,pagos web,1
davivienda s.a.,industria y comercio,n,3,pagos web,1
davivienda s.a.,industria y comercio,p,2,pagos web,1
delta community c.u.,impuesto predial,n,4,pagos web,1
deutsche bank ag,impuesto predial,p,1,pagos web,1
deutscher sparkassen - und gir,impuesto predial,p,0,pagos web,1
daviplata,otros ingresos,n,2,pagos web,1
daviplata,movilidad,p,2,pagos web,1
daviplata,alumbrado publico,p,2,pagos web,1
daviplata,facilidades,a,3,pagos web,1
daviplata,alumbrado publico,p,5,pagos web,1
daviplata,aprov.esp.pub,a,2,pagos web,1
daviplata,circulacion y transito,a,2,pagos web,1
daviplata,circulacion y transito,a,4,pagos web,1
daviplata,circulacion y transito,a,6,pagos web,1
daviplata,circulacion y transito,n,1,pagos web,1
daviplata,circulacion y transito,n,2,pagos web,1
daviplata,circulacion y transito,n,3,pagos web,1
daviplata,circulacion y transito,n,5,pagos web,1
daviplata,circulacion y transito,p,3,pagos web,1
daviplata,facilidades,a,0,pagos web,1
daviplata,facilidades,a,1,pagos web,1
daviplata,facilidades,a,5,pagos web,1
daviplata,ingresos no tributarios,p,0,pagos web,1
daviplata,facilidades,n,5,pagos web,1
daviplata,impuesto predial,w,3,pagos web,1
daviplata,impuesto telefonico,p,1,pagos web,1
daviplata,impuesto telefonico,p,2,pagos web,1
daviplata,impuesto telefonico,p,3,pagos web,1
daviplata,industria y comercio,a,0,pagos web,1
daviplata,industria y comercio,a,4,pagos web,1
daviplata,industria y comercio,a,5,pagos web,1
daviplata,industria y comercio,n,5,pagos web,1
daviplata,industria y comercio,n,6,pagos web,1
daviplata,industria y comercio,w,0,pagos web,1
daviplata,industria y comercio,w,4,pagos web,1
"corner banca, s.a.",impuesto predial,p,3,pagos web,1
corner banca s.a.,impuesto predial,p,1,pagos web,1
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,n,0,pagos web,1
confiar,rendimientos financieros y recursos no ejecutados,presencial,1,pagos presencial,1
compania de financiamiento tuy,retencion ica,p,4,pagos web,1
compania de financiamiento tuy,servicios,n,1,pagos web,1
compañía american express,impuesto predial,p,0,pagos web,1
compañía american express,impuesto predial,p,1,pagos web,1
compañía american express,impuesto predial,p,3,pagos web,1
confiar,impuesto telefonico,presencial,1,pagos presencial,1
confiar,impuesto telefonico,presencial,2,pagos presencial,1
confiar,impuesto telefonico,presencial,3,pagos presencial,1
confiar,movilidad,presencial,4,pagos presencial,1
confiar,publicidad exterior visual,presencial,0,pagos presencial,1
confiar,publicidad exterior visual,presencial,1,pagos presencial,1
confiar,publicidad exterior visual,presencial,3,pagos presencial,1
confiar,rendimientos financieros y recursos no ejecutados,presencial,4,pagos presencial,1
compania de financiamiento tuy,ingresos no tributarios,p,2,pagos web,1
confiar,rendimientos financieros y recursos no ejecutados,presencial,5,pagos presencial,1
confiar,servicios,presencial,4,pagos presencial,1
confiar,sobretasa a la gasolina,presencial,3,pagos presencial,1
confiar cooperativa financiera,alumbrado publico,n,4,pagos web,1
confiar cooperativa financiera,aprov.esp.pub,n,1,pagos web,1
confiar cooperativa financiera,aprov.esp.pub,n,3,pagos web,1
confiar cooperativa financiera,circulacion y transito,p,4,pagos web,1
confiar cooperativa financiera,delineación urbana,p,2,pagos web,1
confiar cooperativa financiera,delineación urbana,p,3,pagos web,1
confiar cooperativa financiera,facilidades,n,0,pagos web,1
confiar cooperativa financiera,facilidades,n,2,pagos web,1
confiar cooperativa financiera,facilidades,n,3,pagos web,1
compania de financiamiento tuy,rentas contractuales,n,0,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,1,pagos web,1
confiar cooperativa financiera,impuesto predial,w,2,pagos web,1
compania de financiamiento tuy,circulacion y transito,n,4,pagos web,1
commonwealth bank of australia,impuesto predial,p,6,pagos web,1
community federal savings bank,impuesto predial,p,0,pagos web,1
community federal savings bank,impuesto predial,p,2,pagos web,1
community federal savings bank,impuesto predial,p,3,pagos web,1
compania de financiamiento tuy,alumbrado publico,n,0,pagos web,1
compania de financiamiento tuy,alumbrado publico,n,4,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,0,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,2,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,4,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,n,4,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,p,0,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,p,1,pagos web,1
compania de financiamiento tuy,delineación urbana,a,4,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,0,pagos web,1
compania de financiamiento tuy,delineación urbana,p,0,pagos web,1
compania de financiamiento tuy,delineación urbana,p,1,pagos web,1
compania de financiamiento tuy,delineación urbana,p,4,pagos web,1
compania de financiamiento tuy,facilidades,a,1,pagos web,1
compania de financiamiento tuy,facilidades,a,4,pagos web,1
compania de financiamiento tuy,facilidades,a,5,pagos web,1
compania de financiamiento tuy,facilidades,a,6,pagos web,1
compania de financiamiento tuy,facilidades,n,5,pagos web,1
compania de financiamiento tuy,facilidades,n,6,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,4,pagos web,1
compania de financiamiento tuy,industria y comercio,a,6,pagos web,1
compania de financiamiento tuy,industria y comercio,w,5,pagos web,1
confiar cooperativa financiera,impuesto predial,a,6,pagos web,1
confiar cooperativa financiera,impuesto telefonico,p,1,pagos web,1
coopcentral,industria y comercio,p,4,pagos web,1
coofinep cooperativa financier,industria y comercio,p,3,pagos web,1
coofinep,rentas contractuales,presencial,3,pagos presencial,1
coofinep cooperativa financier,aprov.esp.pub,n,2,pagos web,1
coofinep cooperativa financier,delineación urbana,p,1,pagos web,1
coofinep cooperativa financier,impuesto predial,a,2,pagos web,1
coofinep cooperativa financier,impuesto predial,n,0,pagos web,1
coofinep cooperativa financier,impuesto predial,n,1,pagos web,1
coofinep cooperativa financier,impuesto predial,n,2,pagos web,1
coofinep cooperativa financier,impuesto predial,n,3,pagos web,1
coofinep cooperativa financier,impuesto predial,n,4,pagos web,1
coofinep cooperativa financier,impuesto predial,p,2,pagos web,1
coofinep cooperativa financier,impuesto predial,p,5,pagos web,1
coofinep cooperativa financier,impuesto predial,p,6,pagos web,1
coofinep cooperativa financier,industria y comercio,p,4,pagos web,1
coofinep,impuesto predial,presencial,4,pagos presencial,1
coop. financ. confiar,facilidades,p,0,pagos web,1
coop. financ. confiar,impuesto predial,a,0,pagos web,1
coop. financ. confiar,industria y comercio,p,5,pagos web,1
coop. financ. confiar,industria y comercio,p,6,pagos web,1
